Filename: daily-smap-ORNL-DAAC-XXXXXX
Data_Set_Name: Daily soil moisture and ancillary datasets
Location: 35.0457, -112.7184
Citation: ORNL DAAC. 2017. Soil Moisture Visualizer. ORNL DAAC, Oak Ridge, Tennessee, USA. http://dx.doi.org/10.3334/ORNLDAAC/1366


time,SoilSCAPE_surface,SoilSCAPE_rootzone,AirMOSS_L2_3_surface,AirMOSS_L2_3_rootzone,AirMOSS_L4_rootzone,SMAP_surface,SMAP_rootzone,NEE_mean,GPP_mean,prcp,tmax,tmin,ET,LST_Day,LST_Night,EVI,AirMOSS_in-ground_surface,AirMOSS_in-ground_rootzone,COSMOS_surface,COSMOS_rootzone,CRN_surface,CRN_rootzone,SCAN_surface,SCAN_rootzone,SNOTEL_surface,SNOTEL_rootzone,GRACE_surface_pctl,GRACE_rootzone_pctl
2016-01-05,,,,,,19.51,17.47,0.048,0.317,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,22.39,18.09,-0.064,0.52,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,20.65,18.33,0.076,0.227,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,21.0,18.42,0.083,0.17,,,,,,,,,,,,,,,,,,,
2016-01-09,,,,,,21.21,18.63,0.124,0.092,,,,,,,,,,,,,,,,,,,
2016-01-10,,,,,,20.85,18.74,0.087,0.128,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,20.43,18.69,0.09,0.12,,,,,,,,,,,,,,,,,,63.93,62.36
2016-01-12,,,,,,20.36,18.65,-0.007,0.259,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,20.18,18.62,-0.064,0.342,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,19.83,18.54,-0.17,0.503,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,19.56,18.45,0.022,0.22,,,,,,,,,,,,,,,,,,,
2016-01-16,,,,,,19.47,18.39,-0.011,0.264,,,,,,,,,,,,,,,,,,,
2016-01-17,,,,,,19.18,18.3,-0.142,0.483,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,18.94,18.21,-0.072,0.417,,,,,,,,,,,,,,,,,,53.17,52.61
2016-01-19,,,,,,18.82,18.13,-0.028,0.369,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,18.9,18.08,-0.079,0.527,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,18.59,18.02,0.026,0.334,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,18.49,17.96,-0.048,0.489,,,,,,,,,,,,,,,,,,,
2016-01-23,,,,,,18.38,17.9,0.117,0.279,,,,,,,,,,,,,,,,,,,
2016-01-24,,,,,,18.35,17.86,-0.021,0.44,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,18.26,17.82,-0.07,0.461,,,,,,,,,,,,,,,,,,39.72,38.0
2016-01-26,,,,,,18.11,17.78,-0.061,0.405,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,17.93,17.72,-0.098,0.469,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,17.84,17.67,-0.142,0.613,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,17.7,17.63,-0.099,0.623,,,,,,,,,,,,,,,,,,,
2016-01-30,,,,,,17.58,17.58,-0.009,0.557,,,,,,,,,,,,,,,,,,,
2016-01-31,,,,,,17.68,17.55,-0.083,0.642,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,19.57,17.79,0.109,0.252,,,,,,,,,,,,,,,,,,81.75,43.71
2016-02-02,,,,,,18.52,17.82,0.099,0.116,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,18.43,17.8,0.086,0.131,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,18.46,17.8,-0.032,0.301,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,18.39,17.79,-0.148,0.468,,,,,,,,,,,,,,,,,,,
2016-02-06,,,,,,18.19,17.76,-0.1,0.411,,,,,,,,,,,,,,,,,,,
2016-02-07,,,,,,17.97,17.71,-0.15,0.544,,,,,,,,,,,,,,,,,,,
2016-02-08,,,,,,17.72,17.64,-0.016,0.466,,,,,,,,,,,,,,,,,,36.98,34.97
2016-02-09,,,,,,17.49,17.57,0.006,0.541,,,,,,,,,,,,,,,,,,,
2016-02-10,,,,,,17.36,17.49,-0.091,0.739,,,,,,,,,,,,,,,,,,,
2016-02-11,,,,,,17.19,17.44,-0.076,0.774,,,,,,,,,,,,,,,,,,,
2016-02-12,,,,,,18.03,17.81,-0.179,0.945,,,,,,,,,,,,,,,,,,,
2016-02-13,,,,,,17.75,17.74,-0.114,0.899,,,,,,,,,,,,,,,,,,,
2016-02-14,,,,,,17.51,17.67,0.02,0.677,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,18.21,17.93,-0.078,0.812,,,,,,,,,,,,,,,,,,24.62,22.61
2016-02-16,,,,,,17.93,17.86,0.012,0.794,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,17.75,17.79,-0.098,0.944,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,16.65,17.43,-0.029,0.867,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,17.23,17.39,-0.126,0.933,,,,,,,,,,,,,,,,,,,
2016-02-20,,,,,,17.08,17.39,-0.163,1.031,,,,,,,,,,,,,,,,,,,
2016-02-21,,,,,,16.88,17.36,-0.175,1.09,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,16.73,17.3,-0.068,0.893,,,,,,,,,,,,,,,,,,15.32,13.57
2016-02-23,,,,,,16.45,17.11,-0.148,0.797,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,16.66,17.11,-0.041,0.581,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,16.5,17.13,-0.201,0.976,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,15.78,16.87,-0.034,0.91,,,,,,,,,,,,,,,,,,,
2016-02-27,,,,,,15.88,16.82,-0.105,1.068,,,,,,,,,,,,,,,,,,,
2016-02-28,,,,,,15.69,16.76,0.029,0.84,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,15.66,16.73,-0.004,0.996,,,,,,,,,,,,,,,,,,6.36,6.5
2016-03-01,,,,,,15.71,16.7,-0.017,1.026,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,15.77,16.74,-0.004,1.019,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,15.47,16.65,0.024,0.993,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,15.23,16.49,-0.043,1.05,,,,,,,,,,,,,,,,,,,
2016-03-05,,,,,,14.46,16.24,0.132,0.71,,,,,,,,,,,,,,,,,,,
2016-03-06,,,,,,15.1,16.22,-0.096,1.029,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,17.37,16.75,0.043,0.541,,,,,,,,,,,,,,,,,,29.78,10.76
2016-03-08,,,,,,16.3,16.76,-0.078,0.706,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,15.78,16.72,-0.087,0.841,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,15.45,16.61,-0.059,0.969,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,15.38,16.55,0.109,0.76,,,,,,,,,,,,,,,,,,,
2016-03-12,,,,,,15.41,16.52,-0.01,0.795,,,,,,,,,,,,,,,,,,,
2016-03-13,,,,,,15.35,16.46,-0.05,0.737,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,15.3,16.42,-0.18,1.029,,,,,,,,,,,,,,,,,,12.33,9.16
2016-03-15,,,,,,15.13,16.33,-0.034,0.9,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,14.48,16.14,-0.048,0.925,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,13.81,15.83,-0.038,1.014,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,14.02,15.78,-0.096,1.129,,,,,,,,,,,,,,,,,,,
2016-03-19,,,,,,13.5,15.65,0.043,0.966,,,,,,,,,,,,,,,,,,,
2016-03-20,,,,,,13.6,15.5,0.015,1.119,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,13.26,15.37,0.021,1.088,,,,,,,,,,,,,,,,,,5.48,6.84
2016-03-22,,,,,,13.2,15.3,-0.012,1.049,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,13.48,15.26,0.016,0.677,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,13.2,15.19,0.007,0.708,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,12.9,15.05,-0.029,0.903,,,,,,,,,,,,,,,,,,,
2016-03-26,,,,,,13.19,15.06,-0.084,1.018,,,,,,,,,,,,,,,,,,,
2016-03-27,,,,,,12.68,14.94,0.032,0.741,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,12.79,14.79,0.022,0.856,,,,,,,,,,,,,,,,,,4.39,4.56
2016-03-29,,,,,,13.3,14.82,0.007,0.7,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,13.53,14.87,0.037,0.476,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,13.4,14.85,0.048,0.501,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,12.93,14.79,-0.075,0.85,,,,,,,,,,,,,,,,,,,
2016-04-02,,,,,,12.6,14.65,0.07,0.712,,,,,,,,,,,,,,,,,,,
2016-04-03,,,,,,12.72,14.54,-0.025,1.044,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,12.55,14.54,0.038,1.108,,,,,,,,,,,,,,,,,,17.68,14.87
2016-04-05,,,,,,12.67,14.51,0.045,1.089,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,12.43,14.47,0.264,0.851,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,12.29,14.43,0.359,0.809,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,17.82,15.08,0.496,0.548,,,,,,,,,,,,,,,,,,,
2016-04-09,,,,,,17.4,16.15,-0.039,1.051,,,,,,,,,,,,,,,,,,,
2016-04-10,,,,,,17.92,16.93,0.248,0.573,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,22.1,18.35,-0.201,1.2,,,,,,,,,,,,,,,,,,90.58,48.77
2016-04-12,,,,,,19.18,18.17,-0.037,1.145,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,18.62,18.08,-0.318,1.557,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,18.1,17.97,-0.109,1.311,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,17.32,17.64,-0.14,1.242,,,,,,,,,,,,,,,,,,,
2016-04-16,,,,,,16.86,17.36,-0.207,1.09,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,16.26,17.14,-0.129,1.046,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,15.59,16.83,-0.097,1.026,,,,,,,,,,,,,,,,,,44.36,39.74
2016-04-19,,,,,,14.74,16.4,-0.106,1.218,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,14.36,16.23,-0.065,1.373,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,14.14,16.05,0.083,1.247,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,13.63,15.84,0.073,1.288,,,,,,,,,,,,,,,,,,,
2016-04-23,,,,,,13.53,15.7,0.03,1.27,,,,,,,,,,,,,,,,,,,
2016-04-24,,,,,,13.64,15.6,-0.05,1.179,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,13.73,15.54,0.042,1.005,,,,,,,,,,,,,,,,,,35.51,23.31
2016-04-26,,,,,,13.99,15.51,-0.182,1.107,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,13.66,15.42,-0.087,1.112,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,14.08,15.41,0.147,0.691,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,16.95,16.08,-0.265,1.212,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,16.32,16.09,-0.021,0.997,,,,,,,,,,,,,,,,,,,
2016-05-01,,,,,,20.5,16.86,-0.075,1.113,,,,,,,,,,,,,,,,,,,
2016-05-02,,,,,,17.43,17.01,-0.091,1.238,,,,,,,,,,,,,,,,,,94.71,89.94
2016-05-03,,,,,,17.26,17.19,-0.065,1.325,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,16.81,17.43,-0.024,1.44,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,16.36,17.31,0.067,1.32,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,15.82,16.97,-0.01,1.196,,,,,,,,,,,,,,,,,,,
2016-05-07,,,,,,18.59,17.05,-0.248,1.401,,,,,,,,,,,,,,,,,,,
2016-05-08,,,,,,18.38,17.21,-0.033,1.053,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,17.83,17.31,-0.373,1.573,,,,,,,,,,,,,,,,,,92.45,90.66
2016-05-10,,,,,,16.18,17.09,-0.329,1.738,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,15.57,16.89,-0.185,1.705,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,15.12,16.7,0.145,1.49,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,14.59,16.47,0.324,1.318,,,,,,,,,,,,,,,,,,,
2016-05-14,,,,,,14.06,16.24,0.315,1.234,,,,,,,,,,,,,,,,,,,
2016-05-15,,,,,,14.04,15.91,0.011,1.491,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,13.48,15.65,-0.214,1.802,,,,,,,,,,,,,,,,,,72.1,71.65
2016-05-17,,,,,,14.55,15.63,0.087,1.363,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,18.65,16.57,-0.062,1.493,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,15.93,16.68,-0.156,1.724,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,15.72,16.9,-0.212,1.856,,,,,,,,,,,,,,,,,,,
2016-05-21,,,,,,15.11,16.67,-0.313,1.859,,,,,,,,,,,,,,,,,,,
2016-05-22,,,,,,14.61,16.44,-0.243,1.58,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,14.08,16.14,-0.297,1.679,,,,,,,,,,,,,,,,,,61.59,54.69
2016-05-24,,,,,,13.75,15.94,-0.217,1.59,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,13.94,15.89,-0.261,1.585,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,13.76,15.79,-0.132,1.446,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,13.46,15.65,-0.207,1.62,,,,,,,,,,,,,,,,,,,
2016-05-28,,,,,,13.08,15.42,0.096,1.431,,,,,,,,,,,,,,,,,,,
2016-05-29,,,,,,12.85,15.28,0.03,1.519,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,12.65,15.17,0.153,1.299,,,,,,,,,,,,,,,,,,34.03,38.58
2016-05-31,,,,,,12.67,15.07,0.157,1.364,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,12.34,14.93,0.312,1.127,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,12.05,14.83,0.39,0.987,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,11.98,14.74,0.607,0.678,,,,,,,,,,,,,,,,,,,
2016-06-04,,,,,,11.61,14.65,0.69,0.535,,,,,,,,,,,,,,,,,,,
2016-06-05,,,,,,11.37,14.56,0.786,0.386,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,11.64,14.52,0.579,0.683,,,,,,,,,,,,,,,,,,16.42,40.58
2016-06-07,,,,,,11.63,14.47,0.51,0.773,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,11.71,14.45,0.478,0.817,,,,,,,,,,,,,,,,,,,
2016-06-09,,,,,,11.53,14.35,0.348,0.989,,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,11.57,14.26,0.338,1.0,,,,,,,,,,,,,,,,,,,
2016-06-11,,,,,,13.04,14.26,0.046,1.479,,,,,,,,,,,,,,,,,,,
2016-06-12,,,,,,12.36,14.28,0.122,1.339,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,11.87,14.24,0.099,1.344,,,,,,,,,,,,,,,,,,47.52,50.85
2016-06-14,,,,,,11.6,14.17,0.178,1.215,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,11.33,14.08,0.186,1.192,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,11.18,13.93,0.21,1.145,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,11.13,13.85,0.262,1.06,,,,,,,,,,,,,,,,,,,
2016-06-18,,,,,,11.05,13.79,0.475,0.746,,,,,,,,,,,,,,,,,,,
2016-06-19,,,,,,10.78,13.73,0.716,0.394,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,10.37,13.65,0.975,0.003,,,,,,,,,,,,,,,,,,11.09,34.78
2016-06-21,,,,,,10.38,13.58,0.855,0.173,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,10.78,13.54,0.709,0.389,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,10.64,13.49,0.62,0.508,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,10.68,13.44,0.527,0.642,,,,,,,,,,,,,,,,,,,
2016-06-25,,,,,,9.59,13.28,0.665,0.42,,,,,,,,,,,,,,,,,,,
2016-06-26,,,,,,9.46,13.22,0.751,0.294,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,9.45,13.18,0.686,0.395,,,,,,,,,,,,,,,,,,7.08,34.56
2016-06-28,,,,,,10.92,13.28,0.468,0.744,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,11.65,13.38,0.441,0.784,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,13.39,13.53,0.55,0.674,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,13.37,13.67,0.254,1.098,,,,,,,,,,,,,,,,,,,
2016-07-02,,,,,,15.06,13.92,-0.032,1.587,,,,,,,,,,,,,,,,,,,
2016-07-03,,,,,,14.12,14.31,0.03,1.472,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,12.19,14.22,-0.032,1.463,,,,,,,,,,,,,,,,,,54.89,55.44
2016-07-05,,,,,,10.51,13.77,0.166,1.146,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,10.18,13.55,0.141,1.16,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,9.03,13.21,0.168,1.096,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,6.62,12.89,0.219,1.007,,,,,,,,,,,,,,,,,,,
2016-07-09,,,,,,6.42,12.84,0.369,0.794,,,,,,,,,,,,,,,,,,,
2016-07-10,,,,,,5.22,12.75,0.415,0.71,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,4.14,12.69,0.485,0.569,,,,,,,,,,,,,,,,,,23.75,29.09
2016-07-12,,,,,,4.1,12.67,0.491,0.546,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,3.75,12.64,0.537,0.467,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,4.31,12.66,0.544,0.46,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,4.07,12.64,0.609,0.336,,,,,,,,,,,,,,,,,,,
2016-07-16,,,,,,4.23,12.65,0.519,0.436,,,,,,,,,,,,,,,,,,,
2016-07-17,,,,,,4.38,12.66,0.518,0.45,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,3.96,12.63,0.465,0.503,,,,,,,,,,,,,,,,,,20.1,27.29
2016-07-19,,,,,,9.9,12.96,0.485,0.677,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,12.37,13.17,0.422,0.808,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,15.19,13.54,0.244,1.136,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,11.44,13.36,0.51,0.612,,,,,,,,,,,,,,,,,,,
2016-07-23,,,,,,11.11,13.26,0.425,0.731,,,,,,,,,,,,,,,,,,,
2016-07-24,,,,,,10.32,13.2,0.366,0.781,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,8.9,13.03,0.4,0.717,,,,,,,,,,,,,,,,,,43.45,40.71
2016-07-26,,,,,,16.37,13.86,0.291,1.07,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,12.48,13.69,0.547,0.57,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,11.43,13.54,0.495,0.595,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,14.43,13.81,0.405,0.851,,,,,,,,,,,,,,,,,,,
2016-07-30,,,,,,11.97,13.65,0.294,0.91,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,11.63,13.48,0.179,1.063,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,16.58,13.88,0.156,1.288,,,,,,,,,,,,,,,,,,88.55,40.77
2016-08-02,,,,,,18.41,14.55,0.162,1.344,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,16.45,14.95,0.008,1.498,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,17.09,15.59,-0.345,2.008,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,15.93,15.65,-0.447,2.108,,,,,,,,,,,,,,,,,,,
2016-08-06,,,,,,17.45,16.45,-0.37,2.059,,,,,,,,,,,,,,,,,,,
